CVE ID,CWE ID,Name,Classification,Confidence,Abstraction,Notes
"CVE-2022-42377","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Allowed"
"CVE-2022-42377","CWE-20","Improper Input Validation","Secondary","0.60","Class","Discouraged"
"CVE-2022-41005","CWE-121","Stack-based Buffer Overflow","Primary","0.90","Variant","Primary CWE"
"CVE-2022-41005","CWE-120","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-41005","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-35107","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Allowed"
"CVE-2022-35107","CWE-674","Uncontrolled Recursion","Secondary","0.40","Class","Allowed-with-Review"
"CVE-2022-45389","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE. The product does not perform an authorization check when an actor attempts to access a resource or perform an action."
"CVE-2022-31031","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Allowed"
"CVE-2022-31031","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.70","Class","Discouraged"
"CVE-2022-26209","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-33714","CWE-284","Improper Access Control","Primary","0.80","Pillar","Discouraged"
"CVE-2022-33714","CWE-863","Incorrect Authorization","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-33714","CWE-285","Improper Authorization","Secondary","0.60","Class","Discouraged"
"CVE-2022-31162","CWE-1258","Exposure of Sensitive System Information Due to Uncleared Debug Information","Primary","0.90","Base","Allowed"
"CVE-2022-31162","CWE-532","Insertion of Sensitive Information into Log File","Secondary","0.70","Base","Allowed"
"CVE-2022-31162","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.50","Class","Discouraged"
"CVE-2022-34781","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-34781","CWE-668","Exposure of Resource to Wrong Sphere","Secondary","0.70","Class","Discouraged"
"CVE-2022-20432","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2021-39633","CWE-1285","Improper Validation of Specified Index; Position; or Offset in Input","Primary","0.85","Base","Primary CWE"
"CVE-2021-39633","CWE-754","Improper Check for Unusual or Exceptional Conditions","Primary","0.75","Class","Secondary CWE"
"CVE-2021-39633","CWE-476","NULL Pointer Dereference","Primary","0.60","Base","Secondary CWE"
"CVE-2021-41096","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Primary CWE"
"CVE-2021-41096","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Primary","0.75","Base","Secondary Candidate"
"CVE-2022-23624","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-23624","CWE-1286","Improper Validation of Syntactic Correctness of Input","Secondary","0.70","Base","Allowed"
"CVE-2021-1497","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-1497","CWE-20","Improper Input Validation","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-21140","CWE-863","Incorrect Authorization","Primary","0.75","Class","Allowed-with-Review"
"CVE-2022-21140","CWE-284","Improper Access Control","Secondary","0.50","Pillar","Discouraged"
"CVE-2022-22954","CWE-1336","Improper Neutralization of Special Elements Used in a Template Engine","Primary","1.00","Base","Primary CWE"
"CVE-2022-22954","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-42438","CWE-425","Direct Request ('Forced Browsing')","Primary","1.00","Base","Primary CWE. The application does not adequately enforce authorization on restricted URLs; allowing access to admin functions without the necessary roles."
"CVE-2022-27671","CWE-598","Use of GET Request Method With Sensitive Query Strings","Primary","0.80","Variant","Primary CWE"
"CVE-2022-27671","CWE-201","Insertion of Sensitive Information Into Sent Data","Primary","0.70","Base","Secondary CWE"
"CVE-2021-21832","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
"CVE-2021-21832","CWE-190","Integer Overflow or Wraparound","Primary","0.90","Base","Secondary CWE"
"CVE-2021-26618","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.80","Base","Primary CWE.  The **improper input validation** leads to arbitrary file creation because of path traversal."
"CVE-2021-26618","CWE-20","Improper Input Validation","Secondary","0.50","Class","Secondary CWE. While **improper input validation** is the root cause; it is too general."
"CVE-2022-23730","CWE-209","Generation of Error Message Containing Sensitive Information","Primary","0.80","Base","Primary CWE"
"CVE-2022-23730","CWE-863","Incorrect Authorization","Primary","0.60","Class","Secondary Candidate"
"CVE-2021-0900","CWE-125","Out-of-bounds Read","Primary","1.00","Base","Primary CWE"
"CVE-2021-0900","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-38879","CWE-1004","Sensitive Cookie Without 'HttpOnly' Flag","Primary","1.00","Variant","Primary CWE"
"CVE-2021-38879","CWE-319","Cleartext Transmission of Sensitive Information","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-38879","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.40","Class","Secondary Candidate"
"CVE-2022-3048","CWE-653","Improper Isolation or Compartmentalization","Primary","0.70","Class","Primary CWE"
"CVE-2022-3048","CWE-451","User Interface (UI) Misrepresentation of Critical Information","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-3048","CWE-356","Product UI does not Warn User of Unsafe Actions","Primary","0.40","Base","Secondary Candidate"
"CVE-2021-1789","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","1.00","Base","Primary CWE"
"CVE-2021-1789","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-20298","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2021-43129","CWE-472","External Control of Assumed-Immutable Web Parameter","Primary","0.90","Base","Primary CWE"
"CVE-2021-43129","CWE-668","Exposure of Resource to Wrong Sphere","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-43129","CWE-306","Missing Authentication for Critical Function","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-32811","CWE-362","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-32811","CWE-667","Improper Locking","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-32811","CWE-787","Out-of-bounds Write","Secondary","0.60","Base","Allowed"
"CVE-2022-47411","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.80","Class","Allowed-with-Review: Focusing on the information disclosure aspect due to **insufficient access checks**"
"CVE-2022-47411","CWE-862","Missing Authorization","Secondary","0.70","Class","Allowed-with-Review: Due to the **lack of sufficient access checks** in createAction and unsubscribeAction."
"CVE-2022-47411","CWE-807","Reliance on Untrusted Inputs in a Security Decision","Secondary","0.60","Base","Allowed: The `deleteAction` allows for the submission of arbitrary subscription UIDs."
"CVE-2021-22406","CWE-248","Uncaught Exception","Primary","1.00","Base","Primary CWE"
"CVE-2021-22406","CWE-600","Uncaught Exception in Servlet","Primary","0.70","Variant","Secondary Candidate"
"CVE-2021-22406","CWE-755","Improper Handling of Exceptional Conditions","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-24711","CWE-20","Improper Input Validation","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-24711","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Secondary","0.70","Base","Allowed"
"CVE-2022-1021","CWE-312","Cleartext Storage of Sensitive Information","Primary","0.90","Base","Primary CWE. The application stores the referer URL in cleartext in the `additional_attributes` field of the `Conversation` model."
"CVE-2022-1021","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.70","Base","Secondary CWE. The stored referer URL; if not properly validated; can lead to Stored XSS."
"CVE-2021-22738","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Allowed-with-Review"
"CVE-2021-22738","CWE-303","Incorrect Implementation of Authentication Algorithm","Secondary","0.60","Base","Allowed"
"CVE-2021-40867","CWE-291","Reliance on IP Address for Authentication","Primary","0.90","Variant","Primary CWE. The authentication mechanism relies solely on the IP address; which can be spoofed."
"CVE-2021-40867","CWE-288","Authentication Bypass Using an Alternate Path or Channel","Primary","0.70","Base","Secondary CWE. The race condition creates an alternate channel to bypass authentication by hijacking the session information."
"CVE-2021-45446","CWE-548","Exposure of Information Through Directory Listing","Primary","1.00","Variant","Allowed"
"CVE-2021-45446","CWE-281","Improper Preservation of Permissions","Secondary","0.70","Base","Allowed"
"CVE-2021-45446","CWE-732","Incorrect Permission Assignment for Critical Resource","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-38391","CWE-326","Inadequate Encryption Strength","Primary","0.80","Class","Primary CWE"
"CVE-2022-38391","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-38391","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Primary","0.50","Base","Secondary Candidate"
"CVE-2021-46527","CWE-122","Heap-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2022-39914","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.90","Class","Discouraged because it's a high-level class; but appropriate given available information."
"CVE-2021-30554","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2021-30554","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate CWE"
"CVE-2022-4555","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-4555","CWE-306","Missing Authentication for Critical Function","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-27081","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-26727","CWE-121","Stack-based Buffer Overflow","Primary","0.90","Variant","Primary CWE"
"CVE-2021-26727","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","0.90","Base","Secondary CWE"
"CVE-2022-24032","CWE-204","Observable Response Discrepancy","Primary","1.00","Base","Primary CWE"
"CVE-2022-24032","CWE-203","Observable Discrepancy","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-24032","CWE-206","Observable Internal Behavioral Discrepancy","Primary","0.60","Variant","Secondary Candidate"
"CVE-2022-24032","CWE-1390","Weak Authentication","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-47346","CWE-862","Missing Authorization","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-47346","CWE-280","Improper Handling of Insufficient Permissions or Privileges","Secondary","0.70","Base","Allowed"
"CVE-2022-39073","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE: Matches the root cause of the vulnerability where **insufficient input validation** leads to **command injection**."
"CVE-2022-39073","CWE-20","Improper Input Validation","Secondary","0.70","Class","Secondary CWE: The vulnerability stems from **insufficient input validation**; but CWE-20 is too general."
"CVE-2022-0608","CWE-190","Integer Overflow or Wraparound","Primary","1.00","Base","Primary CWE"
"CVE-2022-0608","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-22806","CWE-294","Authentication Bypass by Capture-replay","Primary","1.00","Base","Primary CWE"
"CVE-2022-36962","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-45992","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2021-45992","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-37933","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Primary","0.70","Class","Discouraged"
"CVE-2022-44012","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2021-46823","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Primary CWE"
"CVE-2021-46823","CWE-400","Uncontrolled Resource Consumption","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-37129","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE. The **command injection** occurs because the product does not properly neutralize special elements in the OS command."
"CVE-2022-3625","CWE-416","Use After Free","Primary","1.00","Variant","Allowed"
"CVE-2022-34320","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-34320","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Secondary","0.75","Base","Allowed"
"CVE-2022-25427","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2022-36456","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-39933","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Primary CWE"
"CVE-2021-39933","CWE-400","Uncontrolled Resource Consumption","Secondary","0.60","Class","Secondary CWE"
"CVE-2022-24669","CWE-200","Exposure of Sensitive Information","Primary","0.80","Class","Allowed-with-Review"
"CVE-2022-24669","CWE-497","Exposure of Sensitive System Information to an Unauthorized Control Sphere","Secondary","0.60","Base","Allowed"
"CVE-2022-24669","CWE-213","Exposure of Sensitive Information Due to Incompatible Policies","Secondary","0.50","Base","Allowed"
